,Age,Date,Draft Year,Player,Position,Season,Seasons in league,Team,Weight,Champion,Season Shorts
459,29,"Dec 22, 2002",1994,Jason Kidd,PG,2002-2003,8,New Jersey Nets,95,San Antonio Spurs,2003
460,26,"Dec 22, 2002",1997,Tim Duncan,FC,2002-2003,5,San Antonio Spurs,113,San Antonio Spurs,2003
461,26,"Dec 15, 2002",1996,Antoine Walker,F,2002-2003,6,Boston Celtics,120,San Antonio Spurs,2003
462,29,"Dec 15, 2002",1993,Chris Webber,F-C,2002-2003,9,Sacramento Kings,111,San Antonio Spurs,2003
463,25,"Dec 8, 2002",1998,Paul Pierce,SF,2002-2003,4,Boston Celtics,106,San Antonio Spurs,2003
464,24,"Dec 8, 2002",1996,Kobe Bryant,SG,2002-2003,6,Los Angeles Lakers,96,San Antonio Spurs,2003
465,27,"Dec 1, 2002",1996,Allen Iverson,G,2002-2003,6,Philadelphia Sixers,75,San Antonio Spurs,2003
466,26,"Dec 1, 2002",1996,Stephon Marbury,G,2002-2003,6,Phoenix Suns,81,San Antonio Spurs,2003
467,27,"Nov 24, 2002",1996,Allen Iverson,G,2002-2003,6,Philadelphia Sixers,75,San Antonio Spurs,2003
468,26,"Nov 24, 2002",1995,Kevin Garnett,PF,2002-2003,7,Minnesota Timberwolves,109,San Antonio Spurs,2003
469,23,"Nov 17, 2002",1999,Metta World Peace,SF,2002-2003,3,Indiana Pacers,118,San Antonio Spurs,2003
470,23,"Nov 17, 2002",1998,Rashard Lewis,F,2002-2003,4,Seattle SuperSonics,106,San Antonio Spurs,2003
471,28,"Nov 10, 2002",1995,Jerry Stackhouse,SF,2002-2003,7,Washington Wizards,99,San Antonio Spurs,2003
472,24,"Nov 10, 2002",1998,Dirk Nowitzki,PF,2002-2003,4,Dallas Mavericks,111,San Antonio Spurs,2003
473,30,"Nov 3, 2002",1994,Glenn Robinson,SF,2002-2003,8,Atlanta Hawks,102,San Antonio Spurs,2003
474,24,"Nov 3, 2002",1996,Kobe Bryant,SG,2002-2003,6,Los Angeles Lakers,96,San Antonio Spurs,2003
475,25,"Apr 12, 2004",2000,Jamaal Magloire,C,2003-2004,3,New Orleans Hornets,117,Detroit Pistons,2004
476,19,"Apr 12, 2004",2003,Carmelo Anthony,F,2003-2004,0,Denver Nuggets,109,Detroit Pistons,2004
477,23,"Apr 5, 2004",2001,Richard Jefferson,SF,2003-2004,2,New Jersey Nets,105,Detroit Pistons,2004
478,25,"Apr 5, 2004",1998,Dirk Nowitzki,PF,2003-2004,5,Dallas Mavericks,111,Detroit Pistons,2004
479,24,"Mar 29, 2004",1999,Metta World Peace,SF,2003-2004,4,Indiana Pacers,118,Detroit Pistons,2004
480,25,"Mar 29, 2004",1996,Kobe Bryant,SG,2003-2004,7,Los Angeles Lakers,96,Detroit Pistons,2004
481,27,"Mar 21, 2004",1998,Vince Carter,SF,2003-2004,5,Toronto Raptors,99,Detroit Pistons,2004
482,31,"Mar 21, 2004",1992,Shaquille O'Neal,C,2003-2004,11,Los Angeles Lakers,147,Detroit Pistons,2004
483,28,"Mar 14, 2004",1996,Zydrunas Ilgauskas,C,2003-2004,7,Cleveland Cavaliers,118,Detroit Pistons,2004
484,19,"Mar 14, 2004",2003,Carmelo Anthony,F,2003-2004,0,Denver Nuggets,109,Detroit Pistons,2004
485,24,"Mar 7, 2004",1999,Lamar Odom,PF,2003-2004,4,Miami Heat,104,Detroit Pistons,2004
486,23,"Mar 7, 2004",2002,Yao Ming,C,2003-2004,1,Houston Rockets,140,Detroit Pistons,2004
487,29,"Feb 29, 2004",1996,Ben Wallace,FC,2003-2004,7,Detroit Pistons,109,Detroit Pistons,2004
488,23,"Feb 29, 2004",1999,Andrei Kirilenko,PF,2003-2004,2,Utah Jazz,106,Detroit Pistons,2004
489,22,"Feb 22, 2004",2003,Dwyane Wade,SG,2003-2004,0,Miami Heat,99,Detroit Pistons,2004
490,25,"Feb 22, 2004",1996,Kobe Bryant,SG,2003-2004,7,Los Angeles Lakers,96,Detroit Pistons,2004
491,26,"Feb 8, 2004",2000,Kenyon Martin,F,2003-2004,3,New Jersey Nets,109,Detroit Pistons,2004
492,27,"Feb 8, 2004",1997,Tim Duncan,FC,2003-2004,6,San Antonio Spurs,113,Detroit Pistons,2004
493,30,"Feb 1, 2004",1994,Jason Kidd,PG,2003-2004,9,New Jersey Nets,95,Detroit Pistons,2004
494,27,"Feb 1, 2004",1995,Kevin Garnett,PF,2003-2004,8,Minnesota Timberwolves,109,Detroit Pistons,2004
495,22,"Jan 25, 2004",2002,Carlos Boozer,PF,2003-2004,1,Cleveland Cavaliers,120,Detroit Pistons,2004
496,27,"Jan 25, 2004",1995,Kevin Garnett,PF,2003-2004,8,Minnesota Timberwolves,109,Detroit Pistons,2004
497,27,"Jan 18, 2004",1996,Stephon Marbury,G,2003-2004,7,New York Knicks,81,Detroit Pistons,2004
498,30,"Jan 18, 2004",1995,Michael Finley,G-F,2003-2004,8,Dallas Mavericks,102,Detroit Pistons,2004
499,26,"Jan 11, 2004",1998,Paul Pierce,SF,2003-2004,5,Boston Celtics,106,Detroit Pistons,2004
500,28,"Jan 11, 2004",1996,Ray Allen,SG,2003-2004,7,Seattle SuperSonics,93,Detroit Pistons,2004
501,29,"Jan 4, 2004",1996,Ben Wallace,FC,2003-2004,7,Detroit Pistons,109,Detroit Pistons,2004
502,24,"Jan 4, 2004",1999,Elton Brand,PF,2003-2004,4,Los Angeles Clippers,115,Detroit Pistons,2004
503,30,"Dec 28, 2003",1994,Jason Kidd,PG,2003-2004,9,New Jersey Nets,95,Detroit Pistons,2004
504,34,"Dec 28, 2003",1993,Sam Cassell,G,2003-2004,10,Minnesota Timberwolves,84,Detroit Pistons,2004
505,24,"Dec 21, 2003",1997,Tracy McGrady,GF,2003-2004,6,Orlando Magic,95,Detroit Pistons,2004
506,27,"Dec 21, 2003",1995,Kevin Garnett,PF,2003-2004,8,Minnesota Timberwolves,109,Detroit Pistons,2004
507,26,"Dec 14, 2003",1998,Paul Pierce,SF,2003-2004,5,Boston Celtics,106,Detroit Pistons,2004
508,26,"Dec 14, 2003",1996,Peja Stojakovic,F,2003-2004,5,Sacramento Kings,104,Detroit Pistons,2004
509,27,"Dec 7, 2003",1998,Vince Carter,SF,2003-2004,5,Toronto Raptors,99,Detroit Pistons,2004
510,31,"Dec 7, 2003",1992,Shaquille O'Neal,C,2003-2004,11,Los Angeles Lakers,147,Detroit Pistons,2004
511,37,"Nov 30, 2003",1991,Dikembe Mutombo,C,2003-2004,12,New York Knicks,118,Detroit Pistons,2004
512,30,"Nov 30, 2003",1994,Voshon Lenard,SG,2003-2004,8,Denver Nuggets,93,Detroit Pistons,2004
513,27,"Nov 23, 2003",1997,Chauncey Billups,G,2003-2004,6,Detroit Pistons,95,Detroit Pistons,2004
514,27,"Nov 23, 2003",1995,Kevin Garnett,PF,2003-2004,8,Minnesota Timberwolves,109,Detroit Pistons,2004
515,28,"Nov 16, 2003",1996,Allen Iverson,G,2003-2004,7,Philadelphia Sixers,75,Detroit Pistons,2004
516,23,"Nov 16, 2003",2000,Quentin Richardson,GF,2003-2004,3,Los Angeles Clippers,101,Detroit Pistons,2004
517,24,"Nov 9, 2003",1999,Metta World Peace,SF,2003-2004,4,Indiana Pacers,118,Detroit Pistons,2004
518,23,"Nov 9, 2003",1999,Andrei Kirilenko,PF,2003-2004,2,Utah Jazz,106,Detroit Pistons,2004
519,24,"Nov 2, 2003",1999,Baron Davis,G,2003-2004,4,New Orleans Hornets,97,Detroit Pistons,2004
520,24,"Nov 2, 2003",1998,Rashard Lewis,F,2003-2004,5,Seattle SuperSonics,106,Detroit Pistons,2004
521,31,"Apr 17, 2005",1994,Jason Kidd,PG,2004-2005,10,New Jersey Nets,95,San Antonio Spurs,2005
522,25,"Apr 17, 2005",1997,Tracy McGrady,GF,2004-2005,7,Houston Rockets,95,San Antonio Spurs,2005
523,28,"Apr 10, 2005",1998,Vince Carter,SF,2004-2005,6,New Jersey Nets,99,San Antonio Spurs,2005
524,25,"Apr 10, 2005",1999,Baron Davis,G,2004-2005,5,Golden State Warriors,97,San Antonio Spurs,2005
525,39,"Apr 3, 2005",1987,Reggie Miller,SG,2004-2005,17,Indiana Pacers,84,San Antonio Spurs,2005
526,25,"Apr 3, 2005",1999,Baron Davis,G,2004-2005,5,Golden State Warriors,97,San Antonio Spurs,2005
527,29,"Mar 27, 2005",1996,Allen Iverson,G,2004-2005,8,Philadelphia Sixers,75,San Antonio Spurs,2005
528,29,"Mar 27, 2005",1996,Ray Allen,SG,2004-2005,8,Seattle SuperSonics,93,San Antonio Spurs,2005
529,28,"Mar 20, 2005",1997,Chauncey Billups,G,2004-2005,7,Detroit Pistons,95,San Antonio Spurs,2005
530,24,"Mar 20, 2005",2001,Jason Richardson,GF,2004-2005,3,Golden State Warriors,102,San Antonio Spurs,2005
531,27,"Mar 13, 2005",1998,Paul Pierce,SF,2004-2005,6,Boston Celtics,106,San Antonio Spurs,2005
532,25,"Mar 13, 2005",1997,Tracy McGrady,GF,2004-2005,7,Houston Rockets,95,San Antonio Spurs,2005
533,29,"Mar 6, 2005",1996,Allen Iverson,G,2004-2005,8,Philadelphia Sixers,75,San Antonio Spurs,2005
534,30,"Mar 6, 2005",1996,Marcus Camby,C,2004-2005,8,Denver Nuggets,109,San Antonio Spurs,2005
535,32,"Feb 27, 2005",1994,Jalen Rose,G,2004-2005,10,Toronto Raptors,95,San Antonio Spurs,2005
536,26,"Feb 27, 2005",1998,Mike Bibby,G,2004-2005,6,Sacramento Kings,88,San Antonio Spurs,2005
537,29,"Feb 13, 2005",1996,Allen Iverson,G,2004-2005,8,Philadelphia Sixers,75,San Antonio Spurs,2005
538,31,"Feb 13, 2005",1996,Steve Nash,G,2004-2005,8,Phoenix Suns,80,San Antonio Spurs,2005
539,27,"Feb 6, 2005",1998,Paul Pierce,SF,2004-2005,6,Boston Celtics,106,San Antonio Spurs,2005
540,25,"Feb 6, 2005",1997,Tracy McGrady,GF,2004-2005,7,Houston Rockets,95,San Antonio Spurs,2005
541,28,"Jan 30, 2005",1998,Vince Carter,SF,2004-2005,6,New Jersey Nets,99,San Antonio Spurs,2005
542,28,"Jan 30, 2005",1998,Brad Miller,C,2004-2005,6,Sacramento Kings,118,San Antonio Spurs,2005
543,20,"Jan 23, 2005",2003,LeBron James,F,2004-2005,1,Cleveland Cavaliers,113,San Antonio Spurs,2005
544,27,"Jan 23, 2005",1999,Jason Terry,G,2004-2005,5,Dallas Mavericks,84,San Antonio Spurs,2005
545,26,"Jan 16, 2005",1998,Larry Hughes,G,2004-2005,6,Washington Wizards,83,San Antonio Spurs,2005
546,25,"Jan 16, 2005",1997,Tracy McGrady,GF,2004-2005,7,Houston Rockets,95,San Antonio Spurs,2005
547,20,"Jan 9, 2005",2003,Chris Bosh,PF,2004-2005,1,Toronto Raptors,106,San Antonio Spurs,2005
548,33,"Jan 9, 2005",1993,Bruce Bowen,F,2004-2005,9,San Antonio Spurs,90,San Antonio Spurs,2005
549,28,"Jan 2, 2005",1996,Stephon Marbury,G,2004-2005,8,New York Knicks,81,San Antonio Spurs,2005
550,24,"Jan 2, 2005",2001,Pau Gasol,FC,2004-2005,3,Memphis Grizzlies,113,San Antonio Spurs,2005
551,29,"Dec 26, 2004",1996,Allen Iverson,G,2004-2005,8,Philadelphia Sixers,75,San Antonio Spurs,2005
552,31,"Dec 26, 2004",1996,Steve Nash,G,2004-2005,8,Phoenix Suns,80,San Antonio Spurs,2005
553,32,"Dec 19, 2004",1992,Shaquille O'Neal,C,2004-2005,12,Miami Heat,147,San Antonio Spurs,2005
554,26,"Dec 19, 2004",1999,Shawn Marion,F,2004-2005,5,Phoenix Suns,103,San Antonio Spurs,2005
555,24,"Dec 12, 2004",2001,Richard Jefferson,SF,2004-2005,3,New Jersey Nets,105,San Antonio Spurs,2005
556,22,"Dec 12, 2004",2002,Amar'e Stoudemire,FC,2004-2005,2,Phoenix Suns,111,San Antonio Spurs,2005
557,23,"Dec 5, 2004",2001,Gilbert Arenas,G,2004-2005,3,Washington Wizards,86,San Antonio Spurs,2005
558,26,"Dec 5, 2004",1998,Dirk Nowitzki,PF,2004-2005,6,Dallas Mavericks,111,San Antonio Spurs,2005
559,20,"Nov 28, 2004",2003,LeBron James,F,2004-2005,1,Cleveland Cavaliers,113,San Antonio Spurs,2005
560,26,"Nov 28, 2004",1999,Shawn Marion,F,2004-2005,5,Phoenix Suns,103,San Antonio Spurs,2005
561,32,"Nov 21, 2004",1994,Grant Hill,SF,2004-2005,10,Orlando Magic,102,San Antonio Spurs,2005
562,22,"Nov 21, 2004",2002,Amar'e Stoudemire,FC,2004-2005,2,Phoenix Suns,111,San Antonio Spurs,2005
563,20,"Nov 14, 2004",2003,LeBron James,F,2004-2005,1,Cleveland Cavaliers,113,San Antonio Spurs,2005
564,29,"Nov 14, 2004",1996,Ray Allen,SG,2004-2005,8,Seattle SuperSonics,93,San Antonio Spurs,2005
565,23,"Nov 7, 2004",2003,Dwyane Wade,SG,2004-2005,1,Miami Heat,99,San Antonio Spurs,2005
566,28,"Nov 7, 2004",1995,Kevin Garnett,PF,2004-2005,9,Minnesota Timberwolves,109,San Antonio Spurs,2005
567,22,"Apr 16, 2006",2004,Ben Gordon,SG,2005-2006,1,Chicago Bulls,90,Miami Heat,2006
568,27,"Apr 16, 2006",1996,Kobe Bryant,SG,2005-2006,9,Los Angeles Lakers,96,Miami Heat,2006
569,25,"Apr 9, 2006",2000,Jamal Crawford,SG,2005-2006,5,New York Knicks,88,Miami Heat,2006
570,23,"Apr 9, 2006",2002,Chris Wilcox,FC,2005-2006,3,Seattle SuperSonics,106,Miami Heat,2006
571,21,"Apr 2, 2006",2003,LeBron James,F,2005-2006,2,Cleveland Cavaliers,113,Miami Heat,2006
572,25,"Apr 2, 2006",2002,Yao Ming,C,2005-2006,3,Houston Rockets,140,Miami Heat,2006
573,21,"Mar 26, 2006",2003,LeBron James,F,2005-2006,2,Cleveland Cavaliers,113,Miami Heat,2006
574,25,"Mar 26, 2006",2001,Pau Gasol,FC,2005-2006,4,Memphis Grizzlies,113,Miami Heat,2006
575,21,"Mar 19, 2006",2003,LeBron James,F,2005-2006,2,Cleveland Cavaliers,113,Miami Heat,2006
576,21,"Mar 19, 2006",2003,Carmelo Anthony,F,2005-2006,2,Denver Nuggets,109,Miami Heat,2006
577,28,"Mar 12, 2006",1998,Paul Pierce,SF,2005-2006,7,Boston Celtics,106,Miami Heat,2006
578,27,"Mar 12, 2006",1998,Mike Bibby,G,2005-2006,7,Sacramento Kings,88,Miami Heat,2006
579,30,"Mar 5, 2006",1996,Allen Iverson,G,2005-2006,9,Philadelphia Sixers,75,Miami Heat,2006
580,25,"Mar 5, 2006",2001,Pau Gasol,FC,2005-2006,4,Memphis Grizzlies,113,Miami Heat,2006
581,24,"Feb 27, 2006",2001,Gilbert Arenas,G,2005-2006,4,Washington Wizards,86,Miami Heat,2006
582,25,"Feb 27, 2006",2002,Yao Ming,C,2005-2006,3,Houston Rockets,140,Miami Heat,2006
583,24,"Feb 13, 2006",2001,Gilbert Arenas,G,2005-2006,4,Washington Wizards,86,Miami Heat,2006
584,23,"Feb 13, 2006",2001,Tony Parker,G,2005-2006,4,San Antonio Spurs,84,Miami Heat,2006
585,21,"Feb 6, 2006",2003,Chris Bosh,PF,2005-2006,2,Toronto Raptors,106,Miami Heat,2006
586,20,"Feb 6, 2006",2005,Chris Paul,PG,2005-2006,0,New Orleans Hornets,79,Miami Heat,2006
587,21,"Jan 30, 2006",2003,LeBron James,F,2005-2006,2,Cleveland Cavaliers,113,Miami Heat,2006
588,26,"Jan 30, 2006",1999,Elton Brand,PF,2005-2006,6,Los Angeles Clippers,115,Miami Heat,2006
589,28,"Jan 22, 2006",1999,Richard Hamilton,SG,2005-2006,6,Detroit Pistons,87,Miami Heat,2006
590,27,"Jan 22, 2006",1996,Kobe Bryant,SG,2005-2006,9,Los Angeles Lakers,96,Miami Heat,2006
591,30,"Jan 15, 2006",1996,Allen Iverson,G,2005-2006,9,Philadelphia Sixers,75,Miami Heat,2006
592,29,"Jan 15, 2006",1995,Kevin Garnett,PF,2005-2006,10,Minnesota Timberwolves,109,Miami Heat,2006
593,30,"Jan 8, 2006",1998,Mike James,G,2005-2006,4,Toronto Raptors,85,Miami Heat,2006
594,32,"Jan 8, 2006",1996,Steve Nash,G,2005-2006,9,Phoenix Suns,80,Miami Heat,2006
595,24,"Jan 1, 2006",2003,Dwyane Wade,SG,2005-2006,2,Miami Heat,99,Miami Heat,2006
596,27,"Jan 1, 2006",1999,Shawn Marion,F,2005-2006,6,Phoenix Suns,103,Miami Heat,2006
597,29,"Dec 26, 2005",1998,Vince Carter,SF,2005-2006,7,New Jersey Nets,99,Miami Heat,2006
598,27,"Dec 26, 2005",1996,Kobe Bryant,SG,2005-2006,9,Los Angeles Lakers,96,Miami Heat,2006
599,24,"Dec 19, 2005",2001,Joe Johnson,SG,2005-2006,4,Atlanta Hawks,109,Miami Heat,2006
600,27,"Dec 19, 2005",1996,Kobe Bryant,SG,2005-2006,9,Los Angeles Lakers,96,Miami Heat,2006
601,30,"Dec 12, 2005",1996,Allen Iverson,G,2005-2006,9,Philadelphia Sixers,75,Miami Heat,2006
602,26,"Dec 12, 2005",1999,Elton Brand,PF,2005-2006,6,Los Angeles Clippers,115,Miami Heat,2006
603,24,"Dec 5, 2005",2003,Dwyane Wade,SG,2005-2006,2,Miami Heat,99,Miami Heat,2006
604,26,"Dec 5, 2005",1999,Baron Davis,G,2005-2006,6,Golden State Warriors,97,Miami Heat,2006
605,23,"Nov 28, 2005",2001,Gerald Wallace,F,2005-2006,4,Charlotte Bobcats,99,Miami Heat,2006
606,32,"Nov 28, 2005",1996,Steve Nash,G,2005-2006,9,Phoenix Suns,80,Miami Heat,2006
607,21,"Nov 21, 2005",2003,LeBron James,F,2005-2006,2,Cleveland Cavaliers,113,Miami Heat,2006
608,26,"Nov 21, 2005",1999,Elton Brand,PF,2005-2006,6,Los Angeles Clippers,115,Miami Heat,2006
609,24,"Nov 14, 2005",2001,Gilbert Arenas,G,2005-2006,4,Washington Wizards,86,Miami Heat,2006
610,31,"Nov 14, 2005",1996,Marcus Camby,C,2005-2006,9,Denver Nuggets,109,Miami Heat,2006
611,22,"Nov 7, 2005",2003,T.J. Ford,PG,2005-2006,2,Milwaukee Bucks,75,Miami Heat,2006
612,27,"Nov 7, 2005",1996,Kobe Bryant,SG,2005-2006,9,Los Angeles Lakers,96,Miami Heat,2006
613,23,"Apr 15, 2007",2004,Ben Gordon,SG,2006-2007,2,Chicago Bulls,90,San Antonio Spurs,2007
614,27,"Apr 15, 2007",1997,Tracy McGrady,GF,2006-2007,9,Houston Rockets,95,San Antonio Spurs,2007
615,24,"Apr 8, 2007",2001,Gerald Wallace,F,2006-2007,5,Charlotte Bobcats,99,San Antonio Spurs,2007
616,30,"Apr 8, 2007",1997,Tim Duncan,FC,2006-2007,9,San Antonio Spurs,113,San Antonio Spurs,2007
617,22,"Apr 1, 2007",2003,Chris Bosh,PF,2006-2007,3,Toronto Raptors,106,San Antonio Spurs,2007
618,26,"Apr 1, 2007",2002,Yao Ming,C,2006-2007,4,Houston Rockets,140,San Antonio Spurs,2007
619,24,"Mar 25, 2007",2001,Gerald Wallace,F,2006-2007,5,Charlotte Bobcats,99,San Antonio Spurs,2007
620,28,"Mar 25, 2007",1996,Kobe Bryant,SG,2006-2007,10,Los Angeles Lakers,96,San Antonio Spurs,2007
621,33,"Mar 18, 2007",1994,Jason Kidd,PG,2006-2007,12,New Jersey Nets,95,San Antonio Spurs,2007
622,28,"Mar 18, 2007",1996,Kobe Bryant,SG,2006-2007,10,Los Angeles Lakers,96,San Antonio Spurs,2007
623,22,"Mar 11, 2007",2003,LeBron James,F,2006-2007,3,Cleveland Cavaliers,113,San Antonio Spurs,2007
624,29,"Mar 11, 2007",1999,Manu Ginobili,SG,2006-2007,4,San Antonio Spurs,93,San Antonio Spurs,2007
625,22,"Mar 4, 2007",2004,Al Jefferson,FC,2006-2007,2,Boston Celtics,131,San Antonio Spurs,2007
626,24,"Mar 4, 2007",2004,Kevin Martin,SG,2006-2007,2,Sacramento Kings,90,San Antonio Spurs,2007
627,30,"Feb 25, 2007",1998,Vince Carter,SF,2006-2007,8,New Jersey Nets,99,San Antonio Spurs,2007
628,24,"Feb 25, 2007",2002,Amar'e Stoudemire,FC,2006-2007,4,Phoenix Suns,111,San Antonio Spurs,2007
629,25,"Feb 11, 2007",2003,Dwyane Wade,SG,2006-2007,3,Miami Heat,99,San Antonio Spurs,2007
630,22,"Feb 11, 2007",2003,Carmelo Anthony,F,2006-2007,3,Denver Nuggets,109,San Antonio Spurs,2007
631,25,"Feb 4, 2007",2003,Dwyane Wade,SG,2006-2007,3,Miami Heat,99,San Antonio Spurs,2007
632,27,"Feb 4, 2007",2001,Mehmet Okur,FC,2006-2007,4,Utah Jazz,113,San Antonio Spurs,2007
633,23,"Jan 28, 2007",2004,Ben Gordon,SG,2006-2007,2,Chicago Bulls,90,San Antonio Spurs,2007
634,33,"Jan 28, 2007",1996,Steve Nash,G,2006-2007,10,Phoenix Suns,80,San Antonio Spurs,2007
635,26,"Jan 21, 2007",2002,Caron Butler,SF,2006-2007,4,Washington Wizards,103,San Antonio Spurs,2007
636,33,"Jan 21, 2007",1996,Steve Nash,G,2006-2007,10,Phoenix Suns,80,San Antonio Spurs,2007
637,25,"Jan 14, 2007",2003,Dwyane Wade,SG,2006-2007,3,Miami Heat,99,San Antonio Spurs,2007
638,28,"Jan 14, 2007",1998,Dirk Nowitzki,PF,2006-2007,8,Dallas Mavericks,111,San Antonio Spurs,2007
639,25,"Jan 7, 2007",2001,Gilbert Arenas,G,2006-2007,5,Washington Wizards,86,San Antonio Spurs,2007
640,30,"Jan 7, 2007",1995,Kevin Garnett,PF,2006-2007,11,Minnesota Timberwolves,109,San Antonio Spurs,2007
641,27,"Dec 31, 2006",2000,Michael Redd,G,2006-2007,6,Milwaukee Bucks,99,San Antonio Spurs,2007
642,26,"Dec 31, 2006",2003,Josh Howard,GF,2006-2007,3,Dallas Mavericks,95,San Antonio Spurs,2007
643,24,"Dec 24, 2006",2003,Mo Williams,G,2006-2007,3,Milwaukee Bucks,89,San Antonio Spurs,2007
644,26,"Dec 24, 2006",2003,Josh Howard,GF,2006-2007,3,Dallas Mavericks,95,San Antonio Spurs,2007
645,25,"Dec 17, 2006",2001,Gilbert Arenas,G,2006-2007,5,Washington Wizards,86,San Antonio Spurs,2007
646,25,"Dec 17, 2006",2002,Carlos Boozer,PF,2006-2007,4,Utah Jazz,120,San Antonio Spurs,2007
647,25,"Dec 10, 2006",2001,Gilbert Arenas,G,2006-2007,5,Washington Wizards,86,San Antonio Spurs,2007
648,33,"Dec 10, 2006",1996,Steve Nash,G,2006-2007,10,Phoenix Suns,80,San Antonio Spurs,2007
649,27,"Dec 3, 2006",2000,Michael Redd,G,2006-2007,6,Milwaukee Bucks,99,San Antonio Spurs,2007
650,22,"Dec 3, 2006",2003,Carmelo Anthony,F,2006-2007,3,Denver Nuggets,109,San Antonio Spurs,2007
651,21,"Nov 26, 2006",2004,Dwight Howard,C,2006-2007,2,Orlando Magic,120,San Antonio Spurs,2007
652,22,"Nov 26, 2006",2003,Carmelo Anthony,F,2006-2007,3,Denver Nuggets,109,San Antonio Spurs,2007
653,22,"Nov 19, 2006",2003,LeBron James,F,2006-2007,3,Cleveland Cavaliers,113,San Antonio Spurs,2007
654,28,"Nov 19, 2006",1998,Dirk Nowitzki,PF,2006-2007,8,Dallas Mavericks,111,San Antonio Spurs,2007
655,25,"Nov 12, 2006",2001,Joe Johnson,SG,2006-2007,5,Atlanta Hawks,109,San Antonio Spurs,2007
656,26,"Nov 12, 2006",2002,Yao Ming,C,2006-2007,4,Houston Rockets,140,San Antonio Spurs,2007
657,31,"Nov 6, 2006",1996,Allen Iverson,G,2006-2007,10,Philadelphia Sixers,75,San Antonio Spurs,2007
658,25,"Nov 6, 2006",2002,Carlos Boozer,PF,2006-2007,4,Utah Jazz,120,San Antonio Spurs,2007
659,31,"Apr 13, 2008",1995,Kevin Garnett,PF,2007-2008,12,Boston Celtics,109,Boston Celtics,2008
660,32,"Apr 13, 2008",1996,Allen Iverson,G,2007-2008,11,Denver Nuggets,75,Boston Celtics,2008
661,26,"Apr 6, 2008",2001,Joe Johnson,SG,2007-2008,6,Atlanta Hawks,109,Boston Celtics,2008
662,29,"Apr 6, 2008",1996,Kobe Bryant,SG,2007-2008,11,Los Angeles Lakers,96,Boston Celtics,2008
663,27,"Mar 30, 2008",2001,Jason Richardson,GF,2007-2008,6,Charlotte Bobcats,102,Boston Celtics,2008
664,23,"Mar 30, 2008",2003,Carmelo Anthony,F,2007-2008,4,Denver Nuggets,109,Boston Celtics,2008
665,31,"Mar 23, 2008",1995,Kevin Garnett,PF,2007-2008,12,Boston Celtics,109,Boston Celtics,2008
666,22,"Mar 23, 2008",2005,Chris Paul,PG,2007-2008,2,New Orleans Hornets,79,Boston Celtics,2008
667,31,"Mar 16, 2008",1998,Antawn Jamison,F,2007-2008,9,Washington Wizards,106,Boston Celtics,2008
668,25,"Mar 16, 2008",2002,Amar'e Stoudemire,FC,2007-2008,5,Phoenix Suns,111,Boston Celtics,2008
669,27,"Mar 9, 2008",2001,Jason Richardson,GF,2007-2008,6,Charlotte Bobcats,102,Boston Celtics,2008
670,28,"Mar 9, 2008",1997,Tracy McGrady,GF,2007-2008,10,Houston Rockets,95,Boston Celtics,2008
671,31,"Mar 2, 2008",1999,Andre Miller,PG,2007-2008,8,Philadelphia Sixers,90,Boston Celtics,2008
672,29,"Mar 2, 2008",1996,Kobe Bryant,SG,2007-2008,11,Los Angeles Lakers,96,Boston Celtics,2008
673,23,"Feb 24, 2008",2003,LeBron James,F,2007-2008,4,Cleveland Cavaliers,113,Boston Celtics,2008
674,30,"Feb 24, 2008",1999,Manu Ginobili,SG,2007-2008,5,San Antonio Spurs,93,Boston Celtics,2008
675,31,"Feb 10, 2008",1999,Andre Miller,PG,2007-2008,8,Philadelphia Sixers,90,Boston Celtics,2008
676,25,"Feb 10, 2008",2002,Amar'e Stoudemire,FC,2007-2008,5,Phoenix Suns,111,Boston Celtics,2008
677,28,"Feb 3, 2008",2000,Hedo Turkoglu,F,2007-2008,7,Orlando Magic,99,Boston Celtics,2008
678,31,"Feb 3, 2008",1998,Brad Miller,C,2007-2008,9,Sacramento Kings,118,Boston Celtics,2008
679,28,"Jan 27, 2008",2000,Hedo Turkoglu,F,2007-2008,7,Orlando Magic,99,Boston Celtics,2008
680,23,"Jan 27, 2008",2004,Al Jefferson,FC,2007-2008,3,Minnesota Timberwolves,131,Boston Celtics,2008
681,25,"Jan 20, 2008",2001,Gerald Wallace,F,2007-2008,6,Charlotte Bobcats,99,Boston Celtics,2008
682,28,"Jan 20, 2008",1999,Baron Davis,G,2007-2008,8,Golden State Warriors,97,Boston Celtics,2008
683,23,"Jan 13, 2008",2003,Chris Bosh,PF,2007-2008,4,Toronto Raptors,106,Boston Celtics,2008
684,29,"Jan 13, 2008",1996,Kobe Bryant,SG,2007-2008,11,Los Angeles Lakers,96,Boston Celtics,2008
685,23,"Jan 6, 2008",2003,LeBron James,F,2007-2008,4,Cleveland Cavaliers,113,Boston Celtics,2008
686,32,"Jan 6, 2008",1996,Allen Iverson,G,2007-2008,11,Denver Nuggets,75,Boston Celtics,2008
687,30,"Dec 30, 2007",1998,Paul Pierce,SF,2007-2008,9,Boston Celtics,106,Boston Celtics,2008
688,22,"Dec 30, 2007",2005,Chris Paul,PG,2007-2008,2,New Orleans Hornets,79,Boston Celtics,2008
